27,5,52
1,1,53
86,15,50
1,1,53
27,5,52
86,33,50
1,1,53
1,1,53
1,1,53
500,515,22
147,33,48
1,5,53
1,1,53
1,1,53
1,1,53
1,848,53
1,5,53
1,1,53
1,1,53
27,5,52
1,10,53
1,1,53
56,10,51
1,33,53
403,288,34
197,65,46
1,1,53
147,33,48
56,10,51
1,1,53
56,10,51
1,5,53
1,1,53
1,1,53
1,1,53
56,10,51
1,5,53
1,10,53
1,1,53
1,1,53
1,1,53
56,10,51
244,98,44
27,5,52
1,156,53
1,1,53
1,81,53
27,5,52
221,229,45
1,1,53
27,5,52
1,1,53
1,5,53
47,358,50
1,10,53
56,10,51
1,10,53
56,10,51
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
27,5,52
1,5,53
1,1,53
1,1,53
284,133,42
1,193,53
27,10,52
1,5,53
1,10,53
27,5,52
56,15,51
1,1,53
1,1,53
56,10,51
1,1,53
27,5,52
1,5,53
1,5,53
86,15,50
86,15,50
1,1,53
56,10,51
1,1,53
27,5,52
27,156,52
1,5,53
27,21,52
1,1,53
1,5,53
1,33,53
1,47,53
1,1,53
1,1,53
1,1,53
1,5,53
56,15,51
1,1,53
1,5,53
1,21,53
244,98,44
1,1,53
1,81,53
1,33,53
1,5,53
147,33,48
56,10,51
296,164,38
171,152,45
1,329,53
56,10,51
1,15,53
1,1,53
1,21,53
27,5,52
1,10,53
1,1,53
1,1,53
1,21,53
1,1,53
1,5,53
1,1,53
27,5,52
1,1,53
1,5,53
174,47,47
1,47,53
1,1,53
1,1,53
1,1,53
244,98,44
1,65,53
1,1,53
27,5,52
56,10,51
1,1,53
1,98,53
1,1,53
174,47,47
486,482,19
1,1,53
1,1,53
1,1,53
1,10,53
1,1,53
1,1,53
56,33,51
1,1,53
1,1,53
27,10,52
1,10,53
1,1,53
1,33,53
27,5,52
1,1,53
1,1,53
1,1,53
1,5,53
450,386,29
86,15,50
27,193,52
86,15,50
1,5,53
1,386,53
1,5,53
1,917,53
1,33,53
1,1,53
86,15,50
1,1,53
1,1,53
1,21,53
86,33,50
1,1,53
221,98,45
1,10,53
1,1,53
1,5,53
1,119,53
86,15,50
1,1,53
86,47,50
1,1,53
27,5,52
1,288,53
1,1,53
1,1,53
1,15,53
174,47,47
1,1,53
1,1,53
1,1,53
147,47,48
340,193,39
1,1,53
1,10,53
1,1,53
1,1,53
1,15,53
1,1,53
221,156,45
27,5,52
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
174,47,47
1,1,53
1,1,53
1,47,53
1,5,53
1,1,53
1,65,53
1,1,53
27,5,52
1,1,53
56,10,51
27,10,52
1,1,53
1,173,53
221,81,45
1,1,53
1,1,53
1,1,53
1,1,53
500,527,22
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
27,5,52
465,420,27
27,5,52
1,1,53
197,65,46
1,1,53
1,1,53
27,5,52
27,5,52
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,10,53
1,1,53
1,173,53
1,1,53
56,15,51
1,1,53
1,1,53
1,1,53
81,352,47
1,542,53
1,15,53
1,1,53
1,5,53
1,10,53
1,1,53
1,81,53
1,5,53
1,1,53
1,1,53
1,1,53
27,10,52
1,1,53
1,1,53
1,1,53
1,1,53
1,15,53
1,1,53
1,1,53
1,10,53
27,15,52
27,5,52
1,1,53
27,5,52
27,5,52
1,119,53
115,21,49
1,829,53
1,1,53
27,5,52
1,1,53
27,5,52
1,1,53
27,15,52
1,1,53
1,1,53
27,5,52
27,5,52
1,1,53
1,1,53
197,65,46
1,1,53
1,5,53
1,5,53
27,5,52
1,1,53
322,212,40
1,288,53
1,1,53
86,482,50
1,1,53
174,47,47
1,1,53
147,33,48
1,15,53
23,86,51
1,329,53
86,15,50
1,33,53
1,1,53
1,1,53
575,848,7
1,5,53
1,1,53
56,10,51
1,1,53
1,1,53
1,1,53
1,10,53
1,1,53
1,33,53
284,133,42
86,15,50
1,1,53
1,10,53
27,10,52
1,1,53
1,1,53
1,33,53
1,1,53
1,1,53
1,1,53
488,482,24
56,21,51
1,10,53
1,1,53
1,10,53
56,10,51
1,98,53
1,1,53
1,1,53
1,1,53
1,1,53
1,5,53
405,292,29
27,5,52
1,1,53
1,1,53
115,21,49
86,15,50
1,1,53
1,10,53
1,1,53
1,10,53
1,1,53
1,1,53
1,482,53
1,1,53
1,47,53
1,309,53
1,1,53
1,1,53
1,5,53
1,1,53
1,1,53
1,1,53
1,1,53
1,5,53
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
1,5,53
1,5,53
1,1,53
1,1,53
1,1,53
1,47,53
1,1,53
1,5,53
1,1,53
1,5,53
174,47,47
1,5,53
1,1,53
1,5,53
27,10,52
1,1,53
1,1,53
1,1,53
1,5,53
1,21,53
1,1,53
86,15,50
1,98,53
27,5,52
1,5,53
1,1,53
27,10,52
1,1,53
1,212,53
147,33,48
391,272,35
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
56,10,51
1,5,53
1,5,53
1,5,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,10,53
221,98,45
1,5,53
1,1,53
1,1,53
589,1004,1
1,5,53
1,1,53
27,5,52
27,21,52
1,47,53
1,1,53
115,21,49
1,1,53
1,1,53
1,1,53
174,47,47
1,5,53
27,5,52
1,1,53
1,1,53
388,787,23
1,1,53
1,1,53
56,10,51
27,5,52
1,1,53
1,10,53
221,81,45
1,21,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,5,53
1,21,53
56,15,51
1,21,53
1,1,53
27,5,52
56,10,51
1,1,53
27,5,52
1,1,53
1,1,53
27,65,52
1,1,53
1,251,53
27,5,52
86,15,50
1,1,53
27,10,52
1,1,53
1,1,53
1,1,53
1,10,53
1,1,53
56,10,51
1,1,53
221,81,45
1,5,53
1,5,53
1,1,53
1,10,53
1,1,53
1,1,53
56,10,51
147,33,48
1,10,53
1,1,53
1,33,53
1,47,53
1,1,53
1,1,53
1,1,53
1,1,53
86,21,50
147,33,48
1,1,53
1,1,53
1,15,53
1,1,53
1,1,53
1,1,53
86,15,50
1,329,53
27,173,52
27,10,52
1,1,53
1,1,53
1,1,53
1,10,53
1,1,53
1,10,53
27,5,52
1,1,53
1,1,53
340,193,39
1,10,53
1,1,53
27,5,52
1,173,53
1,33,53
56,10,51
56,10,51
1,1,53
56,10,51
1,1,53
56,10,51
1,1,53
1,15,53
56,10,51
1,10,53
1,1,53
56,10,51
1,1,53
1,1,53
1,1,53
27,133,52
465,420,27
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,21,53
1,1,53
1,1,53
1,1,53
86,15,50
147,33,48
1,1,53
1,5,53
1,404,53
1,15,53
1,1,53
1,1,53
86,15,50
453,391,19
1,1,53
86,15,50
1,1,53
1,1,53
1,10,53
56,21,51
1,1,53
1,1,53
27,5,52
1,15,53
1,1,53
1,1,53
1,1,53
1,15,53
1,1,53
86,15,50
1,1,53
56,10,51
27,5,52
115,21,49
575,848,7
1,5,53
147,33,46
1,98,53
1,5,53
1,1,53
27,33,52
1,15,53
27,5,52
27,5,52
1,1,53
86,15,50
1,15,53
1,1,53
1,15,53
1,1,53
1,1,53
115,21,49
1,1,53
1,1,53
1,1,53
304,156,41
27,5,52
221,81,45
1,1,53
27,5,52
244,98,44
1,1,53
1,1,53
1,1,53
1,1,53
27,10,52
1,1,53
1,1,53
1,1,53
27,5,52
27,5,52
209,326,43
1,844,52
56,10,51
1,10,53
197,65,46
1,1,53
1,5,53
86,15,50
86,15,50
1,1,53
70,60,49
1,1,53
1,1,53
1,1,53
56,65,51
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,5,53
1,1,53
27,5,52
147,47,48
197,65,46
1,1,53
1,1,53
284,133,42
1,5,53
197,133,46
1,10,53
1,5,53
1,1,53
86,15,50
27,5,52
450,386,29
1,1,53
1,10,53
221,81,45
1,1,53
27,5,52
1,5,53
1,1,53
56,10,51
1,5,53
1,1,53
1,1,53
27,5,52
1,1,53
27,5,52
1,1,53
1,1,53
1,1,53
147,33,48
1,1,53
147,119,48
1,10,53
1,1,53
27,10,52
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
27,5,52
56,10,51
86,15,50
1,81,53
1,21,53
1,1,53
1,5,53
1,1,53
1,1,53
56,10,51
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
27,5,52
1,5,53
1,15,53
1,119,53
1,1,53
23,309,51
1,1,53
1,1,53
1,1,53
1,1,53
264,173,43
1,1,53
1,47,53
1,1,53
1,1,53
1,15,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
589,1004,1
1,1,53
1,1,53
27,5,52
147,33,48
573,829,8
1,5,53
1,1,53
1,5,53
27,5,52
1,1,53
27,5,52
1,1,53
1,1,53
174,65,47
1,5,53
1,1,53
1,1,53
1,1,53
1,1,53
174,47,47
1,1,53
1,65,53
1,1,53
1,15,53
1,1,53
174,47,47
1,1,53
1,1,53
1,1,53
1,1,53
1,829,53
1,133,53
1,329,53
244,133,44
1,1,53
1,1,53
1,1,53
56,15,51
174,47,47
1,1,53
27,15,52
1,1,53
1,1,53
244,98,44
1,47,53
56,10,51
1,781,53
1,1,53
1,5,53
1,5,53
27,5,52
1,10,53
1,15,53
1,1,53
56,10,51
56,10,51
1,1,53
86,47,50
1,1,53
1,10,53
27,21,52
56,21,51
1,81,53
1,1,53
1,1,53
1,10,53
56,10,51
1,1,53
1,1,53
1,288,53
1,1,53
86,15,50
147,33,48
27,5,52
27,119,52
1,33,53
1,81,53
1,1,53
1,1,53
1,1,53
437,399,8
1,1,53
27,5,52
1,5,53
1,5,53
1,10,53
1,1,53
1,1,53
56,10,51
1,1,53
1,1,53
27,5,52
27,5,52
1,1,53
147,33,48
1,47,53
1,1,53
27,5,52
1,47,53
174,47,47
147,33,48
1,5,53
1,1,53
1,33,53
56,10,51
1,133,53
1,10,53
27,10,52
304,156,41
1,5,53
27,15,52
1,1,53
1,5,53
1,1,53
1,1,53
1,1,53
86,15,50
27,33,52
1,1,53
1,1,53
27,5,52
441,436,30
86,15,50
1,1,53
1,15,53
56,15,51
1,1,53
1,47,53
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,10,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,5,53
1,10,53
1,1,53
27,5,52
27,5,52
1,1,53
1,1,53
1,1,53
56,133,51
56,10,51
115,21,49
1,21,53
56,10,51
1,1,53
27,5,52
1,1,53
1,1,53
1,15,53
1,10,53
1,1,53
1,15,53
86,15,50
1,1,53
1,5,53
1,1,53
1,1,53
1,5,53
1,1,53
1,1,53
1,5,53
27,10,52
86,21,50
197,65,46
1,1,53
1,5,53
1,1,53
244,98,44
1,98,53
1,1,53
1,1,53
56,10,51
1,1,53
1,10,53
27,5,52
1,1,53
147,33,48
1,1,53
1,1,53
1,1,53
27,33,52
27,5,52
86,15,50
1,5,53
1,1,53
1,5,53
1,1,53
441,367,30
1,1,53
56,10,51
1,1,53
1,1,53
1,5,53
1,1,53
1,1,53
1,292,52
1,1,53
147,33,48
86,15,50
1,5,53
27,5,52
147,33,48
1,1,53
174,47,47
1,5,53
27,5,52
1,829,53
1,5,53
27,5,52
1,1,52
1,1,53
425,329,32
1,1,53
1,1,53
1,542,53
86,15,50
1,1,53
1,5,53
147,33,48
27,10,52
1,1,53
1,1,53
1,5,53
197,65,46
1,98,53
1,10,53
1,1,53
1,1,53
1,47,53
1,1,53
197,65,46
1,5,53
27,5,52
1,1,53
1,5,53
1,1,53
1,21,53
1,1,53
1,1,53
27,5,52
56,10,51
1,5,53
1,288,53
86,133,50
354,212,38
1,5,53
1,5,53
1,5,53
1,1,53
380,288,36
1,1,53
27,65,52
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
27,581,52
1,10,53
1,10,53
27,5,52
1,10,53
1,21,53
27,10,52
174,65,47
1,5,53
27,5,52
1,1,53
1,1,53
1,5,53
1,1,53
27,10,52
1,1,53
1,1,53
1,1,53
47,60,50
27,5,52
1,65,53
1,5,53
1,1,53
1,15,53
27,5,52
1,1,53
1,5,53
1,1,53
27,5,52
56,10,51
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
1,1,53
1,5,53
1,10,53
1,1,53
27,10,52
304,212,41
56,10,51
1,1,53
27,5,52
1,1,53
27,10,52
488,482,24
1,1,53
1,1,53
56,10,51
1,1,53
1,5,53
1,1,53
56,10,51
1,1,53
27,5,52
86,15,50
56,21,51
56,156,51
1,288,53
1,98,53
27,5,52
1,5,53
1,21,53
1,1,53
115,21,49
1,133,53
1,5,53
1,1,53
1,1,53
1,1,53
27,15,52
1,1,53
27,5,52
86,33,50
1,1,53
56,65,51
1,15,53
27,5,52
1,1,53
1,1,53
1,81,53
1,1,53
56,10,51
1,1,53
1,1,53
1,1,53
1,1,53
1,10,53
1,350,53
1,1,53
1,21,53
27,5,52
1,1,53
1,1,53
1,1,53
27,5,52
56,15,51
1,1,53
1,10,53
27,5,52
575,848,7
1,5,53
174,47,47
1,1,53
1,1,53
56,10,51
1,5,53
27,5,52
56,98,51
27,5,52
1,1,53
27,5,52
1,5,53
27,5,52
27,212,52
1,1,53
27,10,52
1,1,53
1,1,53
284,133,42
1,15,53
27,5,52
1,1,53
1,1,53
115,33,49
86,15,50
221,81,45
1,5,53
1,1,53
1,15,53
1,1,53
1,1,53
1,1,53
1,33,53
1,1,53
56,98,51
56,10,51
1,1,53
1,47,53
1,1,53
1,1,53
1,1,53
1,1,53
1,15,53
1,1,53
1,1,53
1,1,53
1,5,53
56,10,51
1,98,53
1,1,53
86,98,50
27,5,52
56,10,51
1,1,53
1,1,53
1,5,53
566,789,10
1,1,53
1,1,53
56,10,51
1,1,53
1,1,53
27,21,52
1,1,53
56,10,51
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,15,53
1,1,53
1,10,53
1,1,53
1,5,53
86,15,50
1,309,52
1,1,53
56,10,51
1,1,53
1,5,53
1,1,53
27,5,52
1,5,53
27,5,52
1,1,53
1,1,53
1,1,53
27,133,52
1,1,53
1,1,53
500,515,22
1,1,53
1,1,53
1,386,53
1,1,53
1,21,53
1,1,53
1,1,53
1,81,53
1,1,53
27,5,52
1,21,53
1,1,53
1,1,53
1,10,53
1,1,53
56,10,51
86,15,50
1,10,53
27,15,52
1,1,53
1,133,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
174,47,47
27,5,52
1,21,53
27,15,52
56,10,51
1,1,53
1,1,53
1,1,53
1,5,53
1,1,53
56,10,51
1,1,53
1,1,53
1,1,53
1,1,53
56,10,51
27,5,52
115,81,49
1,1,53
1,1,53
491,524,10
56,10,51
1,5,53
56,10,51
147,33,48
27,5,52
1,1,53
1,5,53
147,33,48
1,119,53
1,1,53
1,5,53
1,5,53
1,1,53
1,15,53
1,10,53
1,1,53
1,5,53
1,404,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
93,119,48
1,10,53
27,5,52
1,15,53
1,15,53
1,1,53
1,5,53
1,1,53
1,15,53
1,1,53
1,1,53
27,5,52
56,15,51
1,1,53
1,15,53
1,1,53
1,33,53
1,1,53
1,1,53
534,646,16
1,1,53
27,5,52
1,1,53
1,33,53
1,669,53
1,10,53
1,1,53
1,1,53
1,1,53
1,1,53
56,10,51
1,1,53
1,47,53
1,1,53
27,5,52
1,1,53
1,15,53
1,5,53
1,5,53
1,5,53
1,5,53
1,1,53
174,47,47
27,5,52
1,1,53
1,1,53
1,10,53
1,21,53
1,5,53
1,1,53
1,1,53
1,1,53
1,1,53
1,5,53
115,21,49
1,781,53
27,15,52
1,1,53
27,5,52
1,1,53
27,5,52
1,1,53
56,10,51
1,1,53
221,81,45
1,1,53
1,1,53
27,5,52
56,21,51
27,5,52
1,1,53
1,1,53
1,1,53
27,5,52
56,10,51
1,1,53
27,5,52
1,1,53
27,5,52
1,1,53
539,669,15
1,1,53
86,15,50
1,1,53
1,1,53
1,1,53
1,1,53
86,15,50
1,5,53
304,156,41
1,1,53
1,1,53
1,10,53
115,33,49
27,5,52
27,5,52
1,669,53
86,15,50
1,1,53
1,1,53
1,1,53
1,5,53
1,21,53
147,33,48
1,1,53
1,1,53
1,1,53
1,669,53
1,1,53
322,173,40
1,1,53
1,65,53
27,5,52
1,1,53
1,15,53
27,5,52
1,1,53
529,620,17
1,15,53
86,15,50
244,98,44
147,47,48
1,1,53
1,1,53
1,1,53
1,1,53
1,669,53
1,5,53
56,15,51
1,1,53
174,47,47
500,515,22
27,5,52
1,1,53
1,1,53
27,5,52
1,1,53
1,1,53
322,173,40
403,288,34
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,15,53
391,272,35
1,1,53
1,1,53
27,5,52
573,829,8
1,1,53
1,10,53
1,5,53
147,33,48
1,81,53
1,1,53
1,65,53
1,1,53
1,10,53
1,1,53
27,5,52
1,1,53
1,10,53
1,386,53
1,47,53
27,81,52
1,15,53
1,1,53
1,33,53
1,5,53
27,5,52
1,5,53
1,47,53
1,1,53
27,5,52
1,1,53
115,21,49
1,1,53
1,5,53
1,5,53
1,1,53
1,1,53
1,1,53
1,10,53
1,10,53
1,1,53
56,10,51
1,1,53
147,33,48
1,5,53
1,47,53
1,1,53
425,329,32
1,81,53
1,10,53
1,5,53
56,10,51
27,5,52
1,1,53
1,1,53
1,1,53
115,21,49
1,1,53
1,1,53
1,1,53
115,33,49
1,1,53
1,1,53
1,1,53
1,1,53
56,10,51
86,15,50
244,98,44
1,1,53
1,1,53
1,1,53
1,33,53
1,47,53
56,10,51
1,10,53
197,65,46
1,1,53
1,1,53
1,1,53
27,5,52
1,1,53
1,288,53
1,5,53
1,10,53
1,1,53
1,5,53
1,1,53
115,21,49
1,47,53
1,119,53
1,1,53
575,848,7
197,65,46
115,21,49
1,5,53
1,1,53
56,15,51
1,1,53
86,15,50
1,1,53
1,1,53
56,15,51
1,1,53
86,21,50
115,21,49
27,65,52
86,15,50
1,1,53
27,10,52
1,10,53
1,1,53
27,5,52
1,1,53
27,5,52
1,21,53
56,10,51
1,10,53
221,229,45
1,1,53
1,1,53
27,5,52
1,81,53
1,1,53
147,33,48
1,5,53
1,98,53
1,81,53
566,789,10
1,1,53
1,1,53
1,1,53
56,15,51
1,1,53
1,1,53
1,5,53
1,1,53
27,5,52
1,1,53
1,1,53
1,10,53
1,1,53
27,5,52
1,65,53
1,1,53
221,81,45
1,15,53
1,1,53
1,5,53
1,1,53
1,1,53
1,1,53
506,555,21
1,21,53
1,1,53
1,1,53
86,15,50
1,1,53
1,1,53
1,10,53
473,454,26
1,1,53
27,5,52
1,848,53
244,98,44
147,33,48
197,65,46
1,10,53
1,1,53
1,1,53
488,482,24
1,1,53
1,1,53
1,33,53
27,5,52
86,15,50
1,1,53
1,1,53
1,21,53
56,212,51
1,5,53
1,1,53
1,5,53
115,21,49
1,1,53
1,1,53
1,5,53
1,33,53
425,329,32
1,5,53
27,5,52
1,33,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
27,5,52
221,81,45
1,1,53
86,15,50
1,5,53
27,5,52
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
1,404,53
1,1,53
1,1,53
1,1,53
1,1,53
1,1,53
284,133,42
1,1,53
86,15,50
56,15,51
1,15,53
27,5,52
1,1,53
1,1,53
